,x,y,elevation,extensions,encountered,shot,hit,recovered,code
3104,4.31141013,-77.18330887,355.9,0.67353.7972.85,NA,NA,NA,NA,2
3105,4.31144313,-77.18321687,357.1,1.29355.1972.69,NA,NA,NA,NA,2
3106,4.31146013,-77.18309687,358.3,0.93355.6972.64,NA,NA,NA,NA,2
3107,4.31149713,-77.18298687,357.4,1.03355.7972.63,NA,NA,NA,NA,2
3108,4.31152213,-77.18286587,357.9,1.08355.7972.61,NA,NA,NA,NA,2
3109,4.31152013,-77.18276587,358.2,1.18355.8972.60,NA,NA,NA,NA,2
3110,4.31154013,-77.18264387,356,2.06352.4972.97,NA,NA,NA,NA,2
3111,4.31153213,-77.18251887,353.6,1.34352.5972.96,NA,NA,NA,NA,2
3112,4.31159313,-77.18242387,352.4,1.29352.4972.97,NA,NA,NA,NA,2
3113,4.31167713,-77.18237687,351.6,0.93351.2973.08,NA,NA,NA,NA,2
3114,4.31173513,-77.18238387,350.9,0.77350.8973.13,NA,NA,NA,NA,2
3115,4.31184213,-77.18238387,350.4,0.93351.7973.03,NA,NA,NA,NA,2
3116,4.31196313,-77.18239687,350.9,0.72351.6973.04,NA,NA,NA,NA,2
3117,4.31201513,-77.18242687,351.9,0.31351.6973.03,NA,NA,NA,NA,2
3118,4.31207513,-77.18242587,352.7,0.26351.6973.03,NA,NA,NA,NA,2
3119,4.31209313,-77.18244687,353.1,0.15351.6973.03,NA,NA,NA,NA,2
3120,4.31209313,-77.18245087,353.1,0.21351.6973.03,1,2,1,1,2
3121,4.31208713,-77.18245687,353.1,0.05351.5973.04,NA,NA,NA,NA,2
3122,4.31213513,-77.18249087,353.1,0.26351.8973.01,NA,NA,NA,NA,2
3123,4.31214313,-77.18250687,353.1,0.10351.1973.08,NA,NA,NA,NA,2
3124,4.31215513,-77.18250087,353.1,0.21351.4973.04,NA,NA,NA,NA,2
3125,4.31216313,-77.18249187,353.1,0.10350.5973.13,NA,NA,NA,NA,2
3126,4.31216013,-77.18247887,353.1,0.05351.0973.08,NA,NA,NA,NA,2
3127,4.31216013,-77.18247187,353.8,0.10350.8973.09,NA,NA,NA,NA,2
3128,4.31216013,-77.18246387,353.8,0.21351.3973.04,NA,NA,NA,NA,2
3129,4.31215513,-77.18244187,353.6,0.05350.10973.07,NA,NA,NA,NA,2
3130,4.31216313,-77.18246387,353.2,0.05350.7973.10,NA,NA,NA,NA,2
3131,4.31215313,-77.18246387,353.5,0.00350.2973.15,NA,NA,NA,NA,2
3132,4.31217713,-77.18245687,354,0.05350.2973.16,NA,NA,NA,NA,2
3133,4.31217713,-77.18244887,354.5,0.00349.9973.18,NA,NA,NA,NA,2
3134,4.31218313,-77.18244187,354.7,0.05349.9973.17,NA,NA,NA,NA,2
3135,4.31218713,-77.18244587,354.7,0.21349.8973.19,NA,NA,NA,NA,2
3136,4.31217013,-77.18246587,355.2,0.10350.7973.09,NA,NA,NA,NA,2
3137,4.31216813,-77.18246687,355.2,0.15351.1973.05,NA,NA,NA,NA,2
3138,4.31216313,-77.18247187,355.3,0.15351.4973.01,NA,NA,NA,NA,2
3139,4.31216013,-77.18245387,355.6,0.15351.3973.02,NA,NA,NA,NA,2
3140,4.31219013,-77.18251387,356.1,0.51350.6973.10,NA,NA,NA,NA,2
3141,4.31219813,-77.18254087,355.9,0.82350.2973.14,NA,NA,NA,NA,2
3142,4.31223513,-77.18255387,355.3,0.15351.1973.05,NA,NA,NA,NA,2
3143,4.31224713,-77.18254587,355,0.21350.9973.07,NA,NA,NA,NA,2
3144,4.31223513,-77.18253887,354.9,0.10350.9973.07,NA,NA,NA,NA,2
3145,4.31224013,-77.18253687,354.9,0.15350.7973.09,NA,NA,NA,NA,2
3146,4.31225513,-77.18253587,354.9,0.10350.6973.09,NA,NA,NA,NA,2
3147,4.31226013,-77.18253687,355,0.00350.5973.10,NA,NA,NA,NA,2
3148,4.31226813,-77.18253587,355,0.15350.4973.11,NA,NA,NA,NA,2
3149,4.31227313,-77.18253887,355,0.05350.0973.15,NA,NA,NA,NA,2
3150,4.31226013,-77.18255187,354.9,0.72349.6973.18,NA,NA,NA,NA,2
3151,4.31224313,-77.18260387,354.8,0.00350.8973.05,NA,NA,NA,NA,2
3152,4.31227813,-77.18257887,354.6,0.62351.2973.01,NA,NA,NA,NA,2
3153,4.31230213,-77.18253587,354.8,0.57350.6973.07,NA,NA,NA,NA,2
3154,4.31229313,-77.18252387,354.9,0.00350.1973.13,NA,NA,NA,NA,2
3155,4.31228813,-77.18252087,354.9,0.15350.2973.12,NA,NA,NA,NA,2
3156,4.31227813,-77.18251187,354.9,0.05350.3973.10,NA,NA,NA,NA,2
3157,4.31227713,-77.18253387,355.2,0.10349.10973.13,NA,NA,NA,NA,2
3158,4.31229813,-77.18254387,356,0.36350.2973.11,NA,NA,NA,NA,2
3159,4.31235213,-77.18251687,355.2,0.21349.7973.16,NA,NA,NA,NA,2
3160,4.31236013,-77.18252587,354.9,0.15350.7973.05,NA,NA,NA,NA,2
3161,4.31235313,-77.18253087,354.8,0.05350.3973.09,NA,NA,NA,NA,2
3162,4.31235013,-77.18253087,354.8,0.00350.2973.11,NA,NA,NA,NA,2
3163,4.31235313,-77.18253087,354.8,0.10349.10973.13,NA,NA,NA,NA,2
3164,4.31232713,-77.18251387,355,0.72349.10973.12,NA,NA,NA,NA,2
3165,4.31229313,-77.18250087,355.1,0.21350.2973.09,NA,NA,NA,NA,2
3166,4.31229013,-77.18250087,355,0.05350.4973.07,NA,NA,NA,NA,2
3167,4.31228813,-77.18250687,355,0.41350.4973.07,NA,NA,NA,NA,2
3168,4.31226213,-77.18252087,354.9,0.05350.8973.03,NA,NA,NA,NA,2
3169,4.31226213,-77.18252687,354.9,0.05350.5973.06,NA,NA,NA,NA,2
3170,4.31218513,-77.18253087,354.5,0.57349.7973.15,NA,NA,NA,NA,2
3171,4.31215013,-77.18248687,354.3,0.67350.2973.09,NA,NA,NA,NA,2
3172,4.31210313,-77.18245187,354.4,0.05350.7973.04,NA,NA,NA,NA,2
3173,4.31203513,-77.18243187,354.2,0.87351.1973.00,NA,NA,NA,NA,2
3174,4.31198713,-77.18242087,354.5,0.10351.1973.00,NA,NA,NA,NA,2
3175,4.31198813,-77.18241387,354.5,0.00350.8973.03,NA,NA,NA,NA,2
3176,4.31198213,-77.18242087,354.5,0.10350.10973.01,NA,NA,NA,NA,2
3177,4.31198013,-77.18242587,354.6,0.05351.4972.96,NA,NA,NA,NA,2
3178,4.31198013,-77.18242587,354.6,0.00351.7972.93,NA,NA,NA,NA,2
3179,4.31198513,-77.18242387,354.7,0.10351.5972.95,NA,NA,NA,NA,2
3180,4.31198013,-77.18240687,354.9,0.15351.9972.91,NA,NA,NA,NA,2
3181,4.31198513,-77.18240087,355,0.10352.2972.88,NA,NA,NA,NA,2
3182,4.31199713,-77.18239687,355,0.36351.5972.95,NA,NA,NA,NA,2
3183,4.31198513,-77.18239387,355.2,0.05352.2972.88,NA,NA,NA,NA,2
3184,4.31197213,-77.18240187,355.2,0.21352.3972.87,NA,NA,NA,NA,2
3185,4.31195713,-77.18241587,355.2,0.00352.6972.85,NA,NA,NA,NA,2
3186,4.31196013,-77.18241687,355.2,0.05352.4972.87,NA,NA,NA,NA,2
3187,4.31196013,-77.18240887,355.2,0.10351.9972.92,NA,NA,NA,NA,2
3188,4.31195313,-77.18240687,355.2,0.05352.5972.86,NA,NA,NA,NA,2
3189,4.31195813,-77.18240887,355.2,0.00352.9972.81,NA,NA,NA,NA,2
3190,4.31196213,-77.18241387,355.3,0.05352.0972.91,NA,NA,NA,NA,2
3191,4.31221013,-77.18150687,356.3,1.08379.9969.51,NA,NA,NA,NA,3
3192,4.31221513,-77.18167387,356.5,1.44380.1969.49,NA,NA,NA,NA,3
3193,4.31215213,-77.18179587,356.1,1.34377.9969.73,NA,NA,NA,NA,3
3194,4.31215513,-77.18188887,355,0.82376.2969.90,NA,NA,NA,NA,3
3195,4.31219713,-77.18194887,353.2,0.62373.9970.15,NA,NA,NA,NA,3
3196,4.31218313,-77.18203687,352.2,0.62372.5970.30,NA,NA,NA,NA,3
3197,4.31214013,-77.18212387,350.6,0.98371.8970.37,NA,NA,NA,NA,3
3198,4.31207713,-77.18223587,349.3,0.93371.3970.42,NA,NA,NA,NA,3
3199,4.31202513,-77.18234387,347.4,0.51371.9970.36,NA,NA,NA,NA,3
3200,4.31188713,-77.18238387,347.6,1.08371.2970.42,NA,NA,NA,NA,3
3201,4.31177713,-77.18239087,348.7,1.03371.0970.44,NA,NA,NA,NA,3
3202,4.31166013,-77.18238687,348.5,1.08370.9970.44,NA,NA,NA,NA,3
3203,4.31154213,-77.18239587,346.9,1.13370.7970.46,NA,NA,NA,NA,3
3204,4.31145513,-77.18237587,345.3,0.93370.5970.48,NA,NA,NA,NA,3
3205,4.31135313,-77.18238387,344.3,0.93370.10970.42,NA,NA,NA,NA,3
3206,4.31128313,-77.18240187,344.8,0.10371.0970.41,NA,NA,NA,NA,3
3207,4.31127313,-77.18239687,344.9,0.05371.2970.39,NA,NA,NA,NA,3
3208,4.31126713,-77.18239687,344.9,0.05371.1970.40,NA,NA,NA,NA,3
3209,4.31126713,-77.18239087,344.9,0.05370.6970.45,NA,NA,NA,NA,3
3210,4.31126713,-77.18238887,344.9,0.00371.3970.37,NA,NA,NA,NA,3
3211,4.31126313,-77.18239087,345,0.00370.9970.41,NA,NA,NA,NA,3
3212,4.31124313,-77.18238887,345.1,0.57370.8970.42,NA,NA,NA,NA,3
3213,4.31115813,-77.18238187,345.6,0.72370.7970.43,NA,NA,NA,NA,3
3214,4.31107813,-77.18238187,345.7,0.62371.0970.40,NA,NA,NA,NA,3
3215,4.31099813,-77.18238387,345.4,0.72371.0970.40,NA,NA,NA,NA,3
3216,4.31090813,-77.18239187,345.3,0.77371.0970.40,NA,NA,NA,NA,3
3217,4.31081013,-77.18239087,345.4,0.87371.3970.37,NA,NA,NA,NA,3
3218,4.31073313,-77.18244887,345.2,0.93372.4970.25,NA,NA,NA,NA,3
3219,4.31065813,-77.18249687,345.4,0.82372.9970.19,NA,NA,NA,NA,3
3220,4.31057013,-77.18254687,345.8,0.87373.6970.11,NA,NA,NA,NA,3
3221,4.31047513,-77.18260887,346.4,0.98373.5970.12,NA,NA,NA,NA,3
3222,4.31038713,-77.18264387,346.4,0.87373.5970.12,NA,NA,NA,NA,3
3223,4.31031813,-77.18267087,346.9,0.62373.8970.08,NA,NA,NA,NA,3
3224,4.31030313,-77.18267087,346.9,0.15373.9970.07,NA,NA,NA,NA,3
3225,4.31022713,-77.18271087,347.4,1.03373.9970.07,NA,NA,NA,NA,3
3226,4.31013013,-77.18274387,347.9,1.08373.8970.08,NA,NA,NA,NA,3
3227,4.31006213,-77.18276687,348.4,0.57374.3970.04,NA,NA,NA,NA,3
3228,4.30997513,-77.18282087,348.8,0.98373.10970.08,NA,NA,NA,NA,3
3229,4.30989713,-77.18285187,348.9,0.93374.4970.03,NA,NA,NA,NA,3
3230,4.30983013,-77.18287887,349.2,0.77374.2970.05,NA,NA,NA,NA,3
3231,4.30975713,-77.18290887,349,0.72374.1970.06,NA,NA,NA,NA,3
3232,4.30972713,-77.18293187,349.2,0.41374.6970.01,NA,NA,NA,NA,3
3233,4.30968013,-77.18295387,349.6,0.26375.1969.96,NA,NA,NA,NA,3
3234,4.30966513,-77.18296087,349.6,0.36375.2969.96,NA,NA,NA,NA,3
3235,4.30961713,-77.18299887,349.7,0.41375.8969.89,NA,NA,NA,NA,3
3236,4.30959513,-77.18302587,350,0.00375.5969.93,NA,NA,NA,NA,3
3237,4.30954013,-77.18305087,350.1,0.98375.7969.90,NA,NA,NA,NA,3
3238,4.30947513,-77.18306387,350.5,0.72375.9969.88,NA,NA,NA,NA,3
3239,4.30944813,-77.18309387,351,0.15375.7969.90,NA,NA,NA,NA,3
3240,4.30945013,-77.18309687,351.2,0.05376.1969.86,NA,NA,NA,NA,3
3241,4.30945013,-77.18310187,351.2,0.00375.8969.89,NA,NA,NA,NA,3
3242,4.30944713,-77.18310387,351.2,0.00375.8969.89,NA,NA,NA,NA,3
3243,4.30942813,-77.18311087,351.3,0.82375.6969.92,NA,NA,NA,NA,3
3244,4.30935813,-77.18311887,351.8,0.62375.2969.96,NA,NA,NA,NA,3
3245,4.30931013,-77.18313587,352.6,0.41375.7969.90,NA,NA,NA,NA,3
3246,4.30929013,-77.18313087,352.8,0.10375.8969.89,NA,NA,NA,NA,3
3247,4.30928213,-77.18313587,353.2,0.10375.7969.90,NA,NA,NA,NA,3
3248,4.30927013,-77.18314387,353.5,0.15375.8969.89,NA,NA,NA,NA,3
3249,4.30924013,-77.18316387,353.7,0.46376.3969.84,NA,NA,NA,NA,3
3250,4.30920313,-77.18318587,353.1,0.57376.4969.83,NA,NA,NA,NA,3
3251,4.30914713,-77.18320087,353.1,0.72376.4969.83,NA,NA,NA,NA,3
3252,4.30908013,-77.18323387,353.6,0.62376.3969.84,NA,NA,NA,NA,3
3253,4.30903713,-77.18326587,353.7,0.15377.1969.75,NA,NA,NA,NA,3
3254,4.30903513,-77.18327187,353.6,0.00376.8969.78,NA,NA,NA,NA,3
3255,4.30903313,-77.18327387,353.6,0.05376.8969.78,NA,NA,NA,NA,3
3256,4.30903213,-77.18328387,353.7,0.15377.0969.76,NA,NA,NA,NA,3
3257,4.30902213,-77.18328887,353.7,0.05377.2969.74,NA,NA,NA,NA,3
3258,4.30901313,-77.18329687,353.7,0.10377.3969.73,NA,NA,NA,NA,3
3259,4.30900813,-77.18329387,353.8,0.00376.8969.78,NA,NA,NA,NA,3
3260,4.30898713,-77.18331087,353.9,0.62376.8969.78,NA,NA,NA,NA,3
3261,4.30896313,-77.18331087,353.9,0.31377.1969.77,NA,NA,NA,NA,3
3262,4.30892813,-77.18334387,353.9,0.62377.5969.72,NA,NA,NA,NA,3
3263,4.30890013,-77.18337387,354.2,0.10377.8969.69,NA,NA,NA,NA,3
3264,4.30889813,-77.18337187,354.2,0.05377.1969.76,NA,NA,NA,NA,3
3265,4.30889213,-77.18337887,354.2,0.15377.10969.67,NA,NA,NA,NA,3
3266,4.30882513,-77.18342187,354.5,0.62377.4969.73,NA,NA,NA,NA,3
3267,4.30876813,-77.18343587,354.8,0.15377.6969.71,NA,NA,NA,NA,3
3268,4.30876813,-77.18343687,354.8,0.00377.4969.73,NA,NA,NA,NA,3
3269,4.30876313,-77.18344087,354.8,0.00377.1969.76,NA,NA,NA,NA,3
3270,4.30875513,-77.18344187,354.8,0.10377.8969.67,NA,NA,NA,NA,3
3271,4.30870013,-77.18345587,354.9,0.77377.2969.74,NA,NA,NA,NA,3
3272,4.30864713,-77.18347587,355.1,0.57377.9969.66,NA,NA,NA,NA,3
3273,4.30864313,-77.18347687,355.1,0.00378.2969.63,NA,NA,NA,NA,3
3274,4.30864213,-77.18347687,355.2,0.00377.8969.67,NA,NA,NA,NA,3
3275,4.30864213,-77.18345187,355.2,0.05377.5969.71,NA,NA,NA,NA,3
3276,4.30863813,-77.18345587,355.2,0.00377.6969.70,NA,NA,NA,NA,3
3277,4.30860513,-77.18348387,355.4,0.77377.8969.66,NA,NA,NA,NA,3
3278,4.30855013,-77.18351087,355.4,0.67378.4969.60,NA,NA,NA,NA,3
3279,4.30850013,-77.18353387,355.1,0.10377.10969.64,NA,NA,NA,NA,3
3280,4.30849513,-77.18353187,355.1,0.05377.10969.64,NA,NA,NA,NA,3
3281,4.30849213,-77.18353387,355.1,0.00377.6969.68,NA,NA,NA,NA,3
3282,4.30849213,-77.18353387,355.1,0.00378.2969.62,NA,NA,NA,NA,3
3283,4.30849213,-77.18353387,355.1,0.00377.10969.63,NA,NA,NA,NA,3
3284,4.30849213,-77.18353387,355.1,0.00377.10969.63,NA,NA,NA,NA,3
3285,4.30849213,-77.18353387,355.1,0.00378.1969.62,NA,NA,NA,NA,3
3286,4.30849213,-77.18353387,355.2,0.00378.1969.62,NA,NA,NA,NA,3
3287,4.30849213,-77.18353187,355.2,0.00378.2969.61,NA,NA,NA,NA,3
3288,4.30849213,-77.18353187,355.2,0.00377.10969.63,NA,NA,NA,NA,3
3289,4.30849013,-77.18353187,355.2,0.00377.8969.65,NA,NA,NA,NA,3
3290,4.30849013,-77.18353187,355.2,0.00377.6969.67,NA,NA,NA,NA,3
3291,4.30849013,-77.18353187,355.3,0.00377.10969.63,NA,NA,NA,NA,3
3292,4.30849013,-77.18353187,355.3,0.00377.0969.73,NA,NA,NA,NA,3
3293,4.30849013,-77.18353187,355.3,0.00377.2969.71,NA,NA,NA,NA,3
3294,4.30848813,-77.18353087,355.3,0.00377.4969.70,NA,NA,NA,NA,3
3295,4.30848813,-77.18353087,355.3,0.00377.3969.72,NA,NA,NA,NA,3
3296,4.30848813,-77.18353087,355.3,0.00376.10969.75,NA,NA,NA,NA,3
3297,4.30848813,-77.18353187,355.3,0.00377.1969.74,NA,NA,NA,NA,3
3298,4.30848813,-77.18353187,355.3,0.00377.9969.65,NA,NA,NA,NA,3
3299,4.30849013,-77.18353087,355.4,0.00377.8969.66,NA,NA,NA,NA,3
3300,4.30849013,-77.18353087,355.3,0.00378.3969.61,NA,NA,NA,NA,3
3301,4.30848813,-77.18353087,355.2,0.00378.2969.62,NA,NA,NA,NA,3
3302,4.30848813,-77.18352887,355.1,0.00377.7969.67,NA,NA,NA,NA,3
3303,4.30848813,-77.18352887,355.2,0.00377.1969.74,NA,NA,NA,NA,3
3304,4.30848813,-77.18352887,355.1,0.00377.3969.72,NA,NA,NA,NA,3
3305,4.30848813,-77.18352887,355.1,0.00378.2969.62,NA,NA,NA,NA,3
3306,4.30848813,-77.18352887,355.2,0.00377.5969.69,NA,NA,NA,NA,3
3307,4.30848813,-77.18352887,355.1,0.00377.4969.70,NA,NA,NA,NA,3
3308,4.30848813,-77.18352887,355.1,0.00377.6969.68,NA,NA,NA,NA,3
3309,4.30848713,-77.18352887,355.1,0.00377.7969.67,NA,NA,NA,NA,3
3310,4.30848713,-77.18352887,355,0.00377.8969.68,NA,NA,NA,NA,3
3311,4.30848713,-77.18352887,355.1,0.00377.8969.68,NA,NA,NA,NA,3
3312,4.30848713,-77.18352887,355.1,0.00378.1969.64,NA,NA,NA,NA,3
3313,4.30848713,-77.18352887,355.1,0.00378.2969.63,NA,NA,NA,NA,3
3314,4.30848713,-77.18352887,355.1,0.00377.5969.71,NA,NA,NA,NA,3
3315,4.30848513,-77.18352887,355.1,0.00377.9969.66,NA,NA,NA,NA,3
3316,4.30848513,-77.18352887,355.1,0.00378.1969.64,NA,NA,NA,NA,3
3317,4.30848313,-77.18352887,355.1,0.05378.6969.59,NA,NA,NA,NA,3
3318,4.30848213,-77.18352887,355.1,0.00378.2969.65,NA,NA,NA,NA,3
3319,4.30848013,-77.18352887,355.1,0.00378.6969.60,NA,NA,NA,NA,3
3320,4.30847513,-77.18353087,355.1,0.10378.6969.60,NA,NA,NA,NA,3
3321,4.30846013,-77.18352887,354.9,0.21378.7969.59,NA,NA,NA,NA,3
3322,4.30841513,-77.18352587,354.2,0.31379.1969.55,NA,NA,NA,NA,3
3323,4.30837713,-77.18352187,353.6,0.26379.4969.51,NA,NA,NA,NA,3
3324,4.30831813,-77.18351687,351.8,0.31379.4969.52,NA,NA,NA,NA,3
3325,4.30815813,-77.18355187,350.7,0.62379.4969.52,NA,NA,NA,NA,3
3326,4.30808013,-77.18357187,351.5,0.46379.6969.49,NA,NA,NA,NA,3
3327,4.30804013,-77.18358587,351.8,0.15379.7969.48,NA,NA,NA,NA,3
3328,4.30801713,-77.18359087,351.3,0.31379.5969.50,NA,NA,NA,NA,3
3329,4.30796313,-77.18361187,351.2,0.26379.3969.53,NA,NA,NA,NA,3
3330,4.30792713,-77.18364187,350.9,0.36379.4969.52,NA,NA,NA,NA,3
3331,4.30789313,-77.18370387,352.4,0.51380.9969.35,NA,NA,NA,NA,3
3332,4.30788313,-77.18378387,354.3,0.57381.7969.27,NA,NA,NA,NA,3
3333,4.30784813,-77.18382387,354.3,0.51382.2969.21,NA,NA,NA,NA,3
3334,4.30778013,-77.18384587,354.6,0.62382.4969.17,NA,NA,NA,NA,3
3335,4.30771513,-77.18381187,354.9,0.57383.2969.09,NA,NA,NA,NA,3
3336,4.30763713,-77.18379887,355.5,0.31385.1968.88,NA,NA,NA,NA,3
3337,4.30759513,-77.18380387,356.4,0.05385.7968.82,NA,NA,NA,NA,3
3338,4.30754513,-77.18380387,356.6,0.46386.1968.76,NA,NA,NA,NA,3
3339,4.30751013,-77.18379587,357.1,0.05386.5968.72,NA,NA,NA,NA,3
3340,4.30749513,-77.18379087,357.2,0.36386.4968.73,NA,NA,NA,NA,3
3341,4.30742513,-77.18375587,358,0.46386.8968.68,NA,NA,NA,NA,3
3342,4.30736813,-77.18372087,358.8,0.36386.5968.70,NA,NA,NA,NA,3
3343,4.30733513,-77.18369387,360.2,0.15386.2968.73,NA,NA,NA,NA,3
3344,4.30730013,-77.18368187,360.9,0.36386.3968.72,NA,NA,NA,NA,3
3345,4.30724313,-77.18367187,361.7,0.46387.2968.63,NA,NA,NA,NA,3
3346,4.30718013,-77.18367887,362.1,0.46386.8968.66,NA,NA,NA,NA,3
3347,4.30713813,-77.18368087,362.4,0.15387.2968.61,NA,NA,NA,NA,3
3348,4.30712713,-77.18368587,362.9,0.05386.5968.69,NA,NA,NA,NA,3
3349,4.30709513,-77.18371587,363.4,0.36387.4968.59,NA,NA,NA,NA,3
3350,4.30708713,-77.18373087,363.4,0.10387.2968.61,NA,NA,NA,NA,3
3351,4.30708313,-77.18373087,363.5,0.05387.5968.57,NA,NA,NA,NA,3
3352,4.30706313,-77.18374187,363.5,0.31386.9968.63,NA,NA,NA,NA,3
3353,4.30702513,-77.18377387,363.4,0.36387.6968.55,NA,NA,NA,NA,3
3354,4.30698713,-77.18380587,363.1,0.26386.4968.69,NA,NA,NA,NA,3
3355,4.30693813,-77.18381387,362.7,0.41387.5968.57,NA,NA,NA,NA,3
3356,4.30689813,-77.18383887,362.9,0.31388.8968.42,NA,NA,NA,NA,3
3357,4.30682813,-77.18390687,362.7,0.57389.7968.33,NA,NA,NA,NA,3
3358,4.30677813,-77.18397887,362.9,0.77389.9968.30,NA,NA,NA,NA,3
3359,4.30671313,-77.18401687,363.4,0.57390.4968.25,NA,NA,NA,NA,3
3360,4.30665313,-77.18404687,364.4,0.41391.1968.16,NA,NA,NA,NA,3
3361,4.30661213,-77.18406687,364.8,0.31392.3968.03,NA,NA,NA,NA,3
3362,4.30657813,-77.18407387,365.1,0.51392.8967.98,NA,NA,NA,NA,3
3363,4.30652813,-77.18412687,365.5,0.46392.6968.00,NA,NA,NA,NA,3
3364,4.30646713,-77.18415387,365.3,0.51392.7967.99,NA,NA,NA,NA,3
3365,4.30639313,-77.18420387,365.7,0.21393.2967.92,NA,NA,NA,NA,3
3366,4.30638513,-77.18421687,365.7,0.05392.8967.96,NA,NA,NA,NA,3
3367,4.30638313,-77.18421587,365.8,0.05392.8967.96,NA,NA,NA,NA,3
3368,4.30635813,-77.18425587,365.8,0.62393.5967.88,NA,NA,NA,NA,3
3369,4.30633313,-77.18428687,365.8,0.41394.0967.83,NA,NA,NA,NA,3
3370,4.30628813,-77.18433687,366.3,0.26393.9967.84,NA,NA,NA,NA,3
3371,4.30626313,-77.18438187,366.6,0.21392.1968.04,NA,NA,NA,NA,3
3372,4.30625013,-77.18438587,366.6,0.21390.9968.17,NA,NA,NA,NA,3
3373,4.30622013,-77.18439887,366.5,0.26391.9968.04,NA,NA,NA,NA,3
3374,4.30621513,-77.18440687,366.5,0.05392.3968.00,NA,NA,NA,NA,3
3375,4.30621313,-77.18441087,366.6,0.15391.9968.05,NA,NA,NA,NA,3
3376,4.30619013,-77.18443187,366.8,0.31392.1968.02,NA,NA,NA,NA,3
3377,4.30615013,-77.18449087,366.3,0.46392.4967.99,NA,NA,NA,NA,3
3378,4.30610713,-77.18454887,366.5,0.51392.3968.00,NA,NA,NA,NA,3
3379,4.30608513,-77.18458387,366.4,0.21392.7967.96,NA,NA,NA,NA,3
3380,4.30607013,-77.18462387,366.5,0.41392.7967.96,NA,NA,NA,NA,3
3381,4.30603313,-77.18466387,366.1,0.41392.9967.94,NA,NA,NA,NA,3
3382,4.30598713,-77.18473187,366.5,0.77393.1967.92,NA,NA,NA,NA,3
3383,4.30597713,-77.18477087,366.5,0.26393.9967.81,NA,NA,NA,NA,3
3384,4.30596813,-77.18479687,366.6,0.15394.0967.80,NA,NA,NA,NA,3
3385,4.30597713,-77.18482587,366.6,0.21394.2967.78,NA,NA,NA,NA,3
3386,4.30592713,-77.18482687,367,0.26394.9967.70,NA,NA,NA,NA,3
3387,4.30589313,-77.18486587,367.9,0.21396.5967.53,NA,NA,NA,NA,3
3388,4.30587213,-77.18486587,367.8,0.15396.8967.50,NA,NA,NA,NA,3
3389,4.30586013,-77.18486887,367.9,0.05396.7967.51,NA,NA,NA,NA,3
3390,4.30585713,-77.18485887,367.9,0.31396.6967.52,NA,NA,NA,NA,3
3391,4.30584813,-77.18484087,367.8,0.05396.5967.53,NA,NA,NA,NA,3
3392,4.30584713,-77.18484087,367.8,0.00396.7967.51,NA,NA,NA,NA,3
3393,4.30584313,-77.18484087,367.9,0.05396.5967.53,NA,NA,NA,NA,3
3394,4.30584213,-77.18484187,367.9,0.05396.2967.56,NA,NA,NA,NA,3
3395,4.30584013,-77.18484187,367.9,0.10396.3967.55,NA,NA,NA,NA,3
3396,4.30584013,-77.18483687,368,0.00396.0967.58,NA,NA,NA,NA,3
3397,4.30584013,-77.18483887,368,0.00396.3967.55,NA,NA,NA,NA,3
3398,4.30584313,-77.18483387,368.1,0.10396.1967.57,NA,NA,NA,NA,3
3399,4.30583813,-77.18483387,368.1,0.00395.10967.59,NA,NA,NA,NA,3
3400,4.30583713,-77.18483587,368.1,0.00396.0967.58,NA,NA,NA,NA,3
3401,4.30584213,-77.18485587,368.2,0.51396.1967.57,NA,NA,NA,NA,3
3402,4.30585513,-77.18491387,368.8,0.36396.10967.48,NA,NA,NA,NA,3
3403,4.30583713,-77.18496587,369.3,0.62397.2967.46,NA,NA,NA,NA,3
3404,4.30580813,-77.18500187,369.3,0.41398.2967.36,NA,NA,NA,NA,3
3405,4.30575213,-77.18501387,369.4,0.67399.4967.23,NA,NA,NA,NA,3
3406,4.30568713,-77.18505387,369.8,0.41399.9967.16,NA,NA,NA,NA,3
3407,4.30566813,-77.18509387,370.2,0.21400.9967.05,NA,NA,NA,NA,3
3408,4.30565713,-77.18510887,370.2,0.10400.4967.12,NA,NA,NA,NA,3
3409,4.30566213,-77.18517387,370.5,0.57400.0967.16,NA,NA,NA,NA,3
3410,4.30565513,-77.18519387,370.6,0.26399.4967.23,NA,NA,NA,NA,3
3411,4.30562813,-77.18519387,370.6,0.31398.5967.33,NA,NA,NA,NA,3
3412,4.30561513,-77.18518687,370.6,0.10398.3967.35,NA,NA,NA,NA,3
3413,4.30561013,-77.18519187,370.6,0.15398.1967.37,NA,NA,NA,NA,3
3414,4.30559513,-77.18519387,370.6,0.05398.7967.31,NA,NA,NA,NA,3
3415,4.30558813,-77.18518387,370.7,0.05398.6967.32,NA,NA,NA,NA,3
3416,4.30557213,-77.18517687,370.7,0.36398.7967.31,NA,NA,NA,NA,3
3417,4.30551313,-77.18517587,370.9,0.21399.1967.26,NA,NA,NA,NA,3
3418,4.30549513,-77.18517087,370.9,0.21399.1967.26,NA,NA,NA,NA,3
3419,4.30546813,-77.18520087,371,0.36400.2967.14,NA,NA,NA,NA,3
3420,4.30541213,-77.18526687,371.6,0.36401.6966.99,NA,NA,NA,NA,3
3421,4.30539013,-77.18527687,372,0.10401.7966.98,NA,NA,NA,NA,3
