,x,y,elevation,extensions,encountered,shot,hit,recovered,code
1515,4.30878313,-77.18338887,352.4,0.82364.6971.33,NA,NA,NA,NA,1
1516,4.30887013,-77.18336187,351.5,0.51364.4971.36,NA,NA,NA,NA,1
1517,4.30894213,-77.18329687,350.7,0.82364.8971.32,NA,NA,NA,NA,1
1518,4.30903013,-77.18325387,350,0.82364.3971.38,NA,NA,NA,NA,1
1519,4.30912313,-77.18320587,349.5,0.93363.9971.43,NA,NA,NA,NA,1
1520,4.30919713,-77.18316387,349,0.72364.5971.37,NA,NA,NA,NA,1
1521,4.30928713,-77.18312887,348.6,0.87364.6971.37,NA,NA,NA,NA,1
1522,4.30937813,-77.18309087,348.1,0.93364.5971.38,NA,NA,NA,NA,1
1523,4.30948813,-77.18302587,347,1.13363.4971.52,NA,NA,NA,NA,1
1524,4.30959813,-77.18296387,346.4,1.23363.3971.53,NA,NA,NA,NA,1
1525,4.30970513,-77.18292087,345.6,0.98363.4971.53,NA,NA,NA,NA,1
1526,4.30981513,-77.18287687,345,0.98363.3971.54,NA,NA,NA,NA,1
1527,4.30993013,-77.18283687,344.4,0.98362.3971.65,NA,NA,NA,NA,1
1528,4.31005213,-77.18278687,343.8,0.98362.9971.60,NA,NA,NA,NA,1
1529,4.31014813,-77.18276187,343.3,0.98362.3971.66,NA,NA,NA,NA,1
1530,4.31024813,-77.18272087,342.7,0.93362.5971.64,NA,NA,NA,NA,1
1531,4.31035813,-77.18268187,342.1,0.98361.8971.71,NA,NA,NA,NA,1
1532,4.31045213,-77.18262087,341.6,1.03361.5971.75,NA,NA,NA,NA,1
1533,4.31055213,-77.18255587,341.3,0.93361.1971.80,NA,NA,NA,NA,1
1534,4.31065013,-77.18249387,341,0.98361.0971.81,NA,NA,NA,NA,1
1535,4.31074213,-77.18243587,340.8,0.93360.5971.87,NA,NA,NA,NA,1
1536,4.31083813,-77.18243687,340.4,0.82360.1971.91,NA,NA,NA,NA,1
1537,4.31095013,-77.18241587,339.7,0.93359.7971.95,NA,NA,NA,NA,1
1538,4.31105713,-77.18241387,339,0.93360.3971.89,NA,NA,NA,NA,1
1539,4.31115713,-77.18241387,338.5,0.82359.2972.02,NA,NA,NA,NA,1
1540,4.31125013,-77.18242187,337.2,0.72359.9971.94,NA,NA,NA,NA,1
1541,4.31135513,-77.18239587,334.9,0.82358.9972.05,NA,NA,NA,NA,1
1542,4.31145513,-77.18240887,332.7,0.87359.3972.01,NA,NA,NA,NA,1
1543,4.31155713,-77.18241387,332.3,0.77359.5971.99,NA,NA,NA,NA,1
1544,4.31168713,-77.18242187,333.6,1.13359.7971.97,NA,NA,NA,NA,1
1545,4.31177513,-77.18242187,332.5,0.82360.1971.92,NA,NA,NA,NA,1
1546,4.31187313,-77.18241687,333.3,0.87359.9971.95,NA,NA,NA,NA,1
1547,4.31194313,-77.18241587,336.2,0.41360.6971.87,NA,NA,NA,NA,1
1548,4.31200513,-77.18242087,340.7,0.05361.1971.82,NA,NA,NA,NA,1
1549,4.31200213,-77.18241887,340.7,0.15360.10971.83,NA,NA,NA,NA,1
1550,4.31199713,-77.18242387,340.8,0.05360.3971.90,NA,NA,NA,NA,1
1551,4.31200013,-77.18243087,340.8,0.05361.2971.82,NA,NA,NA,NA,1
1552,4.31212513,-77.18110187,364.4,0.15354.0972.39,NA,NA,NA,NA,2
1553,4.31210713,-77.18110187,364.4,0.10354.3972.37,NA,NA,NA,NA,2
1554,4.31211213,-77.18109887,364.5,0.51354.2972.40,NA,NA,NA,NA,2
1555,4.31214313,-77.18113387,364.7,0.82353.3972.49,NA,NA,NA,NA,2
1556,4.31219213,-77.18119187,365.1,0.41352.5972.60,NA,NA,NA,NA,2
1557,4.31218313,-77.18124687,365.9,0.51352.5972.59,NA,NA,NA,NA,2
1558,4.31217713,-77.18133587,365.6,0.67350.9972.77,NA,NA,NA,NA,2
1559,4.31217813,-77.18139587,365.1,0.62349.9972.89,NA,NA,NA,NA,2
1560,4.31217813,-77.18147687,364.9,1.08348.6973.03,NA,NA,NA,NA,2
1561,4.31215513,-77.18162387,364.7,1.18348.9973.00,NA,NA,NA,NA,2
1562,4.31214813,-77.18175587,363.7,0.82348.5973.04,NA,NA,NA,NA,2
1563,4.31211313,-77.18184187,362.8,0.82345.3973.39,NA,NA,NA,NA,2
1564,4.31216513,-77.18192587,361.6,0.67343.5973.58,NA,NA,NA,NA,2
1565,4.31213813,-77.18196687,361.3,0.41342.2973.73,NA,NA,NA,NA,2
1566,4.31208713,-77.18201587,360.9,0.67341.2973.83,NA,NA,NA,NA,2
1567,4.31201813,-77.18209887,359.8,0.46340.6973.89,NA,NA,NA,NA,2
1568,4.31196713,-77.18227187,359.7,0.87340.4973.91,NA,NA,NA,NA,2
1569,4.31182813,-77.18236887,359.3,1.13340.5973.90,NA,NA,NA,NA,2
1570,4.31171513,-77.18237687,358.6,1.08339.9973.96,NA,NA,NA,NA,2
1571,4.31161213,-77.18237887,358.1,0.93339.6974.00,NA,NA,NA,NA,2
1572,4.31150013,-77.18237187,357.3,0.87339.8973.97,NA,NA,NA,NA,2
1573,4.31138813,-77.18238387,356.8,0.72340.9973.86,NA,NA,NA,NA,2
1574,4.31126313,-77.18236387,356.2,0.98340.3973.91,NA,NA,NA,NA,2
1575,4.31110713,-77.18237687,355.8,1.03340.5973.89,NA,NA,NA,NA,2
1576,4.31098513,-77.18242387,355.3,0.82340.8973.85,NA,NA,NA,NA,2
1577,4.31088513,-77.18244887,354.9,0.87340.6973.88,NA,NA,NA,NA,2
1578,4.31078013,-77.18245387,354.3,0.87341.4973.79,NA,NA,NA,NA,2
1579,4.31064813,-77.18251187,354.1,1.03342.1973.70,NA,NA,NA,NA,2
1580,4.31052713,-77.18257887,354.4,1.18342.9973.61,NA,NA,NA,NA,2
1581,4.31041313,-77.18265387,354.7,0.93343.0973.60,NA,NA,NA,NA,2
1582,4.31033013,-77.18269587,354.6,0.15343.7973.53,NA,NA,NA,NA,2
1583,4.31030213,-77.18270587,354.7,0.98343.0973.60,NA,NA,NA,NA,2
1584,4.31020313,-77.18274687,355.1,0.98343.1973.59,NA,NA,NA,NA,2
1585,4.31009313,-77.18277587,355,0.98343.3973.57,NA,NA,NA,NA,2
1586,4.30997813,-77.18282087,355.3,0.82343.6973.54,NA,NA,NA,NA,2
1587,4.30986713,-77.18287387,355.3,1.08343.4973.56,NA,NA,NA,NA,2
1588,4.30977713,-77.18289587,355.3,0.82344.3973.46,NA,NA,NA,NA,2
1589,4.30967013,-77.18292187,355.3,0.93344.1973.48,NA,NA,NA,NA,2
1590,4.30960313,-77.18296687,355.1,0.31344.5973.44,NA,NA,NA,NA,2
1591,4.30950813,-77.18301087,355.9,0.93344.8973.41,NA,NA,NA,NA,2
1592,4.30942213,-77.18302687,356.2,0.87344.6973.43,NA,NA,NA,NA,2
1593,4.30931813,-77.18306387,356.9,0.77345.2973.36,NA,NA,NA,NA,2
1594,4.30920313,-77.18313187,357.7,0.98345.1973.37,NA,NA,NA,NA,2
1595,4.30909313,-77.18321087,357.4,0.87345.4973.34,NA,NA,NA,NA,2
1596,4.30900313,-77.18324887,357.9,0.57345.8973.30,NA,NA,NA,NA,2
1597,4.30890813,-77.18330187,358.8,0.87345.10973.28,NA,NA,NA,NA,2
1598,4.30887213,-77.18333187,358.5,0.10346.4973.23,NA,NA,NA,NA,2
1599,4.30881213,-77.18335587,358.8,1.13345.7973.30,NA,NA,NA,NA,2
1600,4.30871813,-77.18337687,358.8,0.98345.1973.36,NA,NA,NA,NA,2
1601,4.30860513,-77.18342087,359.1,0.87346.3973.23,NA,NA,NA,NA,2
1602,4.30851313,-77.18346387,359.2,0.82345.9973.27,NA,NA,NA,NA,2
1603,4.30842513,-77.18347887,359,0.62346.2973.24,NA,NA,NA,NA,2
1604,4.30830513,-77.18349887,360.1,0.82346.9973.17,NA,NA,NA,NA,2
1605,4.30823013,-77.18353187,360.2,0.62347.4973.11,NA,NA,NA,NA,2
1606,4.30812313,-77.18351687,360.8,0.72347.3973.12,NA,NA,NA,NA,2
1607,4.30803213,-77.18354087,360.6,0.72347.8973.07,NA,NA,NA,NA,2
1608,4.30788013,-77.18355087,360.9,0.41347.2973.12,NA,NA,NA,NA,2
1609,4.30787213,-77.18365387,360.9,0.36348.8972.95,NA,NA,NA,NA,2
1610,4.30784713,-77.18373087,360.4,0.57349.5972.87,NA,NA,NA,NA,2
1611,4.30780513,-77.18381687,360.3,0.77349.10972.82,NA,NA,NA,NA,2
1612,4.30774713,-77.18384387,360.5,0.51351.2972.69,NA,NA,NA,NA,2
1613,4.30769213,-77.18383387,360,0.46351.9972.61,NA,NA,NA,NA,2
1614,4.30761313,-77.18383687,360.3,0.36354.0972.38,NA,NA,NA,NA,2
1615,4.30750713,-77.18379387,360.8,0.31354.4972.33,NA,NA,NA,NA,2
1616,4.30742513,-77.18376687,361.7,0.57354.7972.31,NA,NA,NA,NA,2
1617,4.30733813,-77.18371687,361.6,0.98354.6972.30,NA,NA,NA,NA,2
1618,4.30723313,-77.18369587,361.3,0.77354.8972.28,NA,NA,NA,NA,2
1619,4.30714013,-77.18369187,361.7,0.67355.3972.23,NA,NA,NA,NA,2
1620,4.30704313,-77.18371887,362.7,0.67355.3972.23,NA,NA,NA,NA,2
1621,4.30695513,-77.18375587,363.6,0.62354.4972.32,NA,NA,NA,NA,2
1622,4.30690713,-77.18381187,363.6,0.57356.4972.11,NA,NA,NA,NA,2
1623,4.30681213,-77.18386587,364.7,0.67357.8971.96,NA,NA,NA,NA,2
1624,4.30674813,-77.18393587,365.8,0.46358.0971.93,NA,NA,NA,NA,2
1625,4.30666513,-77.18399387,367.3,0.82358.10971.83,NA,NA,NA,NA,2
1626,4.30660313,-77.18403087,367.8,0.46360.1971.70,NA,NA,NA,NA,2
1627,4.30655713,-77.18407587,368.2,0.05360.1971.70,NA,NA,NA,NA,2
1628,4.30649713,-77.18410687,368.2,0.51360.6971.65,NA,NA,NA,NA,2
1629,4.30640513,-77.18414887,368.8,0.77360.8971.62,NA,NA,NA,NA,2
1630,4.30635813,-77.18417187,368.8,0.26361.0971.59,NA,NA,NA,NA,2
1631,4.30636013,-77.18418187,368.8,0.05360.9971.60,NA,NA,NA,NA,2
1632,4.30635513,-77.18418087,368.8,0.05360.5971.65,NA,NA,NA,NA,2
1633,4.30634713,-77.18418187,368.8,0.10360.9971.61,NA,NA,NA,NA,2
1634,4.30633713,-77.18418887,368.8,0.05361.0971.59,NA,NA,NA,NA,2
1635,4.30633513,-77.18419087,368.8,0.05361.0971.59,NA,NA,NA,NA,2
1636,4.30633313,-77.18419187,368.8,0.05360.10971.61,NA,NA,NA,NA,2
1637,4.30632713,-77.18421087,369,0.51360.9971.62,NA,NA,NA,NA,2
1638,4.30626813,-77.18427587,370.1,0.31361.3971.57,NA,NA,NA,NA,2
1639,4.30622813,-77.18432087,371,0.26358.8971.85,NA,NA,NA,NA,2
1640,4.30618713,-77.18437387,370.8,0.36359.8971.74,NA,NA,NA,NA,2
1641,4.30614313,-77.18441187,370.4,0.62359.9971.73,NA,NA,NA,NA,2
1642,4.30609513,-77.18448087,370.5,0.77360.3971.68,NA,NA,NA,NA,2
1643,4.30605513,-77.18456087,370.6,0.93360.8971.63,NA,NA,NA,NA,2
1644,4.30604013,-77.18464387,370.7,0.67361.2971.59,NA,NA,NA,NA,2
1645,4.30600713,-77.18468187,370.7,0.51360.9971.62,NA,NA,NA,NA,2
1646,4.30593013,-77.18471087,370.5,0.57361.2971.59,NA,NA,NA,NA,2
1647,4.30596513,-77.18479887,370.1,0.15361.10971.50,NA,NA,NA,NA,2
1648,4.30591313,-77.18485587,370.1,0.41362.8971.41,NA,NA,NA,NA,2
1649,4.30586013,-77.18488587,370.4,0.26364.6971.22,NA,NA,NA,NA,2
1650,4.30583013,-77.18494687,370.8,0.41366.3971.03,NA,NA,NA,NA,2
1651,4.30578813,-77.18497687,371,0.41367.10970.85,NA,NA,NA,NA,2
1652,4.30569013,-77.18500687,371.8,0.36368.7970.77,NA,NA,NA,NA,2
1653,4.30563213,-77.18501887,372.7,0.15369.1970.73,NA,NA,NA,NA,2
1654,4.30562513,-77.18502087,372.7,0.00368.8970.76,NA,NA,NA,NA,2
1655,4.30562013,-77.18502687,372.7,0.05368.9970.75,NA,NA,NA,NA,2
1656,4.30561513,-77.18503187,372.7,0.05368.6970.77,NA,NA,NA,NA,2
1657,4.30561013,-77.18503187,372.7,0.05369.5970.68,NA,NA,NA,NA,2
1658,4.30560713,-77.18503587,372.8,0.10369.2970.72,NA,NA,NA,NA,2
1659,4.30560013,-77.18507187,372.7,0.41368.6970.78,NA,NA,NA,NA,2
1660,4.30558013,-77.18515687,373.2,0.41367.9970.86,NA,NA,NA,NA,2
1661,4.30557213,-77.18517587,373.6,0.41366.6971.00,NA,NA,NA,NA,2
1662,4.30552213,-77.18520087,373.7,0.36367.6970.89,NA,NA,NA,NA,2
1663,4.30547213,-77.18520887,373.7,0.31367.6970.89,NA,NA,NA,NA,2
1664,4.30543813,-77.18523587,373.7,0.31367.9970.86,NA,NA,NA,NA,2
1665,4.30537213,-77.18526687,373.8,0.31369.5970.68,NA,NA,NA,NA,2
1666,4.30530313,-77.18527687,374.6,0.15370.4970.57,NA,NA,NA,NA,2
1667,4.30529513,-77.18528387,374.7,0.57370.2970.59,NA,NA,NA,NA,2
1668,4.30526213,-77.18531087,375.3,0.31371.3970.48,NA,NA,NA,NA,2
1669,4.30526213,-77.18535087,375.7,0.10371.7970.43,NA,NA,NA,NA,2
1670,4.30524813,-77.18536187,375.9,0.31371.9970.41,NA,NA,NA,NA,2
1671,4.30523713,-77.18538387,376,0.10372.4970.36,NA,NA,NA,NA,2
1672,4.30522713,-77.18540887,376,0.05372.1970.37,NA,NA,NA,NA,2
1673,4.30522213,-77.18542187,376,0.15372.9970.29,NA,NA,NA,NA,2
1674,4.30518213,-77.18548087,375.9,0.26373.2970.26,NA,NA,NA,NA,2
1675,4.30513213,-77.18556187,375.8,0.36374.1970.16,NA,NA,NA,NA,2
1676,4.30511313,-77.18560087,375.9,0.26373.10970.17,NA,NA,NA,NA,2
1677,4.30512513,-77.18567087,376.2,0.31374.9970.07,NA,NA,NA,NA,2
1678,4.30506213,-77.18573587,376.4,0.41375.3970.01,NA,NA,NA,NA,2
1679,4.30498513,-77.18573887,376.5,0.36376.4969.90,NA,NA,NA,NA,2
1680,4.30495213,-77.18577887,376.5,0.15377.3969.80,NA,NA,NA,NA,2
1681,4.30494313,-77.18579187,376.5,0.26376.8969.84,NA,NA,NA,NA,2
1682,4.30493813,-77.18580187,376.5,0.15377.1969.81,NA,NA,NA,NA,2
1683,4.30492513,-77.18580687,376.5,0.21376.6969.86,NA,NA,NA,NA,2
1684,4.30490513,-77.18582087,376.7,0.26377.7969.74,NA,NA,NA,NA,2
1685,4.30486213,-77.18584087,376.6,0.31377.7969.74,NA,NA,NA,NA,2
1686,4.30481713,-77.18585887,376.8,0.26378.3969.68,NA,NA,NA,NA,2
1687,4.30478713,-77.18585687,376.8,0.31378.10969.59,NA,NA,NA,NA,2
1688,4.30471513,-77.18587887,376.8,0.41380.6969.41,NA,NA,NA,NA,2
1689,4.30464813,-77.18591887,376.7,0.41381.6969.30,NA,NA,NA,NA,2
1690,4.30460813,-77.18595187,377.1,0.21382.5969.21,NA,NA,NA,NA,2
1691,4.30460013,-77.18596087,377.2,0.21383.6969.09,NA,NA,NA,NA,2
1692,4.30455713,-77.18594387,377.4,0.26384.1969.03,NA,NA,NA,NA,2
1693,4.30454213,-77.18594387,377.3,0.05384.2969.01,NA,NA,NA,NA,2
1694,4.30448513,-77.18594387,377.7,0.31385.1968.91,NA,NA,NA,NA,2
1695,4.30443313,-77.18596687,377.9,0.46385.4968.88,NA,NA,NA,NA,2
1696,4.30440013,-77.18600187,378.3,0.21386.5968.76,NA,NA,NA,NA,2
1697,4.30434713,-77.18600187,378.2,0.31387.0968.70,NA,NA,NA,NA,2
1698,4.30428313,-77.18601087,378.4,0.36386.9968.71,NA,NA,NA,NA,2
1699,4.30422013,-77.18602387,378.6,0.31388.3968.56,NA,NA,NA,NA,2
1700,4.30420513,-77.18602387,378.6,0.36389.2968.47,NA,NA,NA,NA,2
1701,4.30408213,-77.18602087,379.9,0.36389.7968.40,NA,NA,NA,NA,2
1702,4.30399513,-77.18603887,381,0.21390.8968.28,NA,NA,NA,NA,2
1703,4.30400013,-77.18607387,381.5,0.05390.5968.31,NA,NA,NA,NA,2
1704,4.30399713,-77.18607887,381.5,0.10390.7968.29,NA,NA,NA,NA,2
1705,4.30399713,-77.18607887,381.6,0.05390.7968.29,NA,NA,NA,NA,2
1706,4.30400013,-77.18607887,381.6,0.00390.7968.29,NA,NA,NA,NA,2
1707,4.30400013,-77.18608087,381.6,0.05391.1968.24,NA,NA,NA,NA,2
1708,4.30395213,-77.18607087,381.6,0.46391.8968.17,NA,NA,NA,NA,2
1709,4.30388713,-77.18607587,381.9,0.46392.6968.08,NA,NA,NA,NA,2
1710,4.30386713,-77.18613887,382.5,0.26393.7967.96,NA,NA,NA,NA,2
1711,4.30379513,-77.18616687,384.6,0.10394.6967.87,NA,NA,NA,NA,2
1712,4.30378813,-77.18617387,384.7,0.15394.6967.87,NA,NA,NA,NA,2
1713,4.30378813,-77.18617687,384.7,0.05394.6967.86,NA,NA,NA,NA,2
1714,4.30379013,-77.18618187,384.7,0.00394.5967.88,NA,NA,NA,NA,2
1715,4.30378513,-77.18618187,384.8,0.05395.1967.81,NA,NA,NA,NA,2
1716,4.30378713,-77.18619187,384.8,0.00394.4967.89,NA,NA,NA,NA,2
1717,4.30376313,-77.18617887,385.1,0.31396.9967.62,NA,NA,NA,NA,2
1718,4.30373713,-77.18620687,385.7,0.15399.4967.34,NA,NA,NA,NA,2
1719,4.30371313,-77.18622887,385.9,0.21400.5967.23,NA,NA,NA,NA,2
1720,4.30368713,-77.18624687,387.1,0.00403.10966.85,NA,NA,NA,NA,2
1721,4.30366313,-77.18625087,389.5,0.21405.5966.68,NA,NA,NA,NA,2
1722,4.30364713,-77.18625587,389.5,0.10404.10966.74,NA,NA,NA,NA,2
1723,4.30364313,-77.18625587,389.6,0.10405.8966.65,NA,NA,NA,NA,2
1724,4.30363713,-77.18627087,390.4,0.36406.8966.54,NA,NA,NA,NA,2
1725,4.30365013,-77.18631387,392.1,0.15409.6966.24,NA,NA,NA,NA,2
1726,4.30365513,-77.18632587,392.2,0.21411.7966.01,NA,NA,NA,NA,2
1727,4.30364213,-77.18635187,392.7,0.36413.3965.84,NA,NA,NA,NA,2
1728,4.30367713,-77.18636587,394.8,0.15414.6965.70,NA,NA,NA,NA,2
1729,4.30367513,-77.18637087,394.8,0.00414.2965.74,NA,NA,NA,NA,2
1730,4.30367313,-77.18637387,394.9,0.05414.4965.72,NA,NA,NA,NA,2
1731,4.30367013,-77.18638587,395,0.15414.8965.68,NA,NA,NA,NA,2
1732,4.30367213,-77.18640587,395,0.05414.3965.72,NA,NA,NA,NA,2
1733,4.30367713,-77.18641387,395.1,0.10414.3965.73,NA,NA,NA,NA,2
1734,4.30367213,-77.18646387,396.3,0.26414.2965.74,NA,NA,NA,NA,2
1735,4.30365713,-77.18647087,397,0.15415.7965.58,NA,NA,NA,NA,2
1736,4.30363813,-77.18650687,398,0.21416.9965.45,NA,NA,NA,NA,2
1737,4.30360313,-77.18654387,399.6,0.31416.10965.43,NA,NA,NA,NA,2
1738,4.30360813,-77.18662887,401.7,0.26417.3965.39,NA,NA,NA,NA,2
1739,4.30360813,-77.18664387,401.8,0.15417.4965.40,NA,NA,NA,NA,2
1740,4.30357713,-77.18664587,402.5,0.31417.3965.41,NA,NA,NA,NA,2
1741,4.30355513,-77.18671687,404,0.41419.6965.16,NA,NA,NA,NA,2
1742,4.30354813,-77.18679387,405.8,0.10419.4965.18,NA,NA,NA,NA,2
1743,4.30350713,-77.18684187,407.2,0.41420.9965.02,NA,NA,NA,NA,2
1744,4.30350213,-77.18687387,407.6,0.21422.1964.89,NA,NA,NA,NA,2
1745,4.30348813,-77.18691687,407.9,0.21424.4964.64,NA,NA,NA,NA,2
1746,4.30343513,-77.18695387,409.5,0.51426.1964.46,NA,NA,NA,NA,2
1747,4.30344213,-77.18700387,411.1,0.10426.3964.42,NA,NA,NA,NA,2
1748,4.30344013,-77.18701387,411.2,0.10426.0964.45,NA,NA,NA,NA,2
1749,4.30343013,-77.18701187,411.2,0.31426.6964.39,NA,NA,NA,NA,2
1750,4.30339013,-77.18702887,413.4,0.05426.0964.45,NA,NA,NA,NA,2
1751,4.30338513,-77.18703587,413.5,0.00426.4964.41,NA,NA,NA,NA,2
1752,4.30337813,-77.18704087,413.6,0.41426.6964.39,NA,NA,NA,NA,2
1753,4.30334013,-77.18707387,414.8,0.46428.7964.16,NA,NA,NA,NA,2
1754,4.30333213,-77.18710887,415.4,0.26431.2963.89,NA,NA,NA,NA,2
1755,4.30333313,-77.18714387,415.6,0.36432.10963.70,NA,NA,NA,NA,2
1756,4.30325013,-77.18714887,417.9,0.31435.4963.44,NA,NA,NA,NA,2
1757,4.30325713,-77.18718187,418.8,0.05435.1963.47,NA,NA,NA,NA,2
1758,4.30325813,-77.18718587,418.9,0.05435.2963.46,NA,NA,NA,NA,2
1759,4.30326313,-77.18718887,418.9,0.05434.7963.50,NA,NA,NA,NA,2
1760,4.30324313,-77.18724687,420.3,0.67437.5963.19,NA,NA,NA,NA,2
1761,4.30317213,-77.18727187,423.5,0.21438.4963.10,NA,NA,NA,NA,2
1762,4.30315213,-77.18735087,426.6,0.46440.7962.85,NA,NA,NA,NA,2
1763,4.30315013,-77.18741387,429,0.51442.8962.62,NA,NA,NA,NA,2
1764,4.30313713,-77.18745187,430.5,0.41444.3962.45,NA,NA,NA,NA,2
1765,4.30312213,-77.18748087,431.3,0.41446.8962.18,NA,NA,NA,NA,2
1766,4.30319813,-77.18752387,432.8,0.21448.8961.96,NA,NA,NA,NA,2
1767,4.30318813,-77.18753087,433,0.05449.2961.92,NA,NA,NA,NA,2
1768,4.30317713,-77.18752687,433.1,0.05449.3961.91,NA,NA,NA,NA,2
1769,4.30317313,-77.18752887,433.2,0.10449.4961.88,NA,NA,NA,NA,2
1770,4.30316513,-77.18753187,433.2,0.15449.1961.91,NA,NA,NA,NA,2
1771,4.30316513,-77.18754087,433.3,0.10449.3961.89,NA,NA,NA,NA,2
1772,4.30316213,-77.18754387,433.4,0.10449.0961.92,NA,NA,NA,NA,2
1773,4.30315313,-77.18755087,433.5,0.10449.0961.92,NA,NA,NA,NA,2
1774,4.30314713,-77.18755687,433.8,0.41449.4961.88,NA,NA,NA,NA,2
1775,4.30314513,-77.18759387,434.7,0.46450.6961.75,NA,NA,NA,NA,2
1776,4.30317213,-77.18764087,435.4,0.41452.7961.52,NA,NA,NA,NA,2
1777,4.30317213,-77.18769387,436.2,0.31454.3961.35,NA,NA,NA,NA,2
1778,4.30314813,-77.18776587,437.4,0.67455.3961.25,NA,NA,NA,NA,2
1779,4.30319313,-77.18779587,440.7,0.51456.2961.15,NA,NA,NA,NA,2
1780,4.30315813,-77.18786387,443.8,0.31459.3960.81,NA,NA,NA,NA,2
1781,4.30315713,-77.18791587,447.3,0.21461.1960.62,NA,NA,NA,NA,2
1782,4.30316013,-77.18793387,448.1,0.00461.1960.62,NA,NA,NA,NA,2
1783,4.30315713,-77.18792887,448.1,0.15461.3960.60,NA,NA,NA,NA,2
1784,4.30315313,-77.18794187,448.2,0.10461.1960.60,NA,NA,NA,NA,2
1785,4.30315213,-77.18794187,448.2,0.10461.2960.59,NA,NA,NA,NA,2
1786,4.30314313,-77.18794387,448.3,0.05461.1960.60,NA,NA,NA,NA,2
1787,4.30313513,-77.18793887,448.3,0.15461.0960.63,NA,NA,NA,NA,2
1788,4.30313713,-77.18793187,448.4,0.05461.5960.58,NA,NA,NA,NA,2
1789,4.30313513,-77.18792587,448.4,0.10460.9960.64,NA,NA,NA,NA,2
1790,4.30313013,-77.18792687,448.4,0.05461.1960.62,NA,NA,NA,NA,2
1791,4.30312313,-77.18792887,448.5,0.05461.7960.57,NA,NA,NA,NA,2
1792,4.30312313,-77.18793087,448.5,0.00461.7960.57,1,1,1,1,2
1793,4.30310513,-77.18795887,450.1,0.26462.7960.47,NA,NA,NA,NA,2
1794,4.30308313,-77.18794687,451.2,0.31462.10960.45,NA,NA,NA,NA,2
1795,4.30306313,-77.18796587,452.4,0.10462.10960.45,NA,NA,NA,NA,2
1796,4.30306213,-77.18796687,452.6,0.00463.1960.44,NA,NA,NA,NA,2
1797,4.30306013,-77.18796887,452.6,0.05462.10960.45,NA,NA,NA,NA,2
1798,4.30306313,-77.18796187,452.7,0.15462.10960.45,NA,NA,NA,NA,2
1799,4.30306713,-77.18795087,452.8,0.26462.7960.48,NA,NA,NA,NA,2
1800,4.30306313,-77.18794187,452.9,0.05462.3960.52,NA,NA,NA,NA,2
1801,4.30304313,-77.18793887,454.2,0.00462.3960.53,NA,NA,NA,NA,2
1802,4.30303513,-77.18793887,454.3,0.10461.5960.61,NA,NA,NA,NA,2
1803,4.30303313,-77.18794087,454.3,0.00461.10960.56,NA,NA,NA,NA,2
1804,4.30302513,-77.18793687,454.3,0.15461.9960.57,NA,NA,NA,NA,2
1805,4.30301013,-77.18793087,454.3,0.15462.0960.57,NA,NA,NA,NA,2
1806,4.30299713,-77.18791887,454.4,0.15462.2960.55,NA,NA,NA,NA,2
1807,4.30298013,-77.18792087,454.4,0.00462.1960.56,NA,NA,NA,NA,2
1808,4.30298213,-77.18791587,454.4,0.05462.4960.55,NA,NA,NA,NA,2
1809,4.30297513,-77.18790887,454.4,0.05462.2960.57,NA,NA,NA,NA,2
1810,4.30303313,-77.18793387,457,0.46464.2960.35,NA,NA,NA,NA,2
1811,4.30306313,-77.18794387,458.8,0.21464.5960.34,NA,NA,NA,NA,2
1812,4.30304013,-77.18799387,459.7,0.36466.6960.11,NA,NA,NA,NA,2
1813,4.30300713,-77.18806887,460.4,0.46467.9959.97,NA,NA,NA,NA,2
1814,4.30292713,-77.18813187,462.8,0.72469.0959.85,NA,NA,NA,NA,2
1815,4.30290213,-77.18816587,464.2,0.10470.0959.73,NA,NA,NA,NA,2
1816,4.30290513,-77.18817587,464.3,0.10469.4959.79,NA,NA,NA,NA,2
1817,4.30290213,-77.18818887,464.4,0.15469.5959.78,NA,NA,NA,NA,2
1818,4.30289513,-77.18819687,464.5,0.05469.7959.76,NA,NA,NA,NA,2
1819,4.30288813,-77.18820087,464.5,0.10470.4959.70,NA,NA,NA,NA,2
1820,4.30285513,-77.18820187,464.9,0.36473.1959.41,NA,NA,NA,NA,2
1821,4.30282013,-77.18823587,465.8,0.21475.0959.21,NA,NA,NA,NA,2
1822,4.30280713,-77.18825387,466.6,0.05475.0959.19,NA,NA,NA,NA,2
1823,4.30280813,-77.18827587,468,0.05474.2959.28,NA,NA,NA,NA,2
1824,4.30277013,-77.18828387,468.5,0.51475.10959.09,NA,NA,NA,NA,2
1825,4.30271813,-77.18832187,469.4,0.26477.9958.88,NA,NA,NA,NA,2
1826,4.30271213,-77.18832687,469.6,0.05477.9958.87,NA,NA,NA,NA,2
1827,4.30270813,-77.18832387,469.6,0.15478.2958.83,NA,NA,NA,NA,2
1828,4.30270813,-77.18833187,469.9,0.00478.2958.83,NA,NA,NA,NA,2
1829,4.30270213,-77.18834087,470,0.15478.3958.82,NA,NA,NA,NA,2
1830,4.30270713,-77.18833587,470.2,0.10480.8958.56,NA,NA,NA,NA,2
1831,4.30269313,-77.18833587,470.2,0.21481.5958.48,NA,NA,NA,NA,2
1832,4.30268213,-77.18834187,470.3,0.15482.10958.32,NA,NA,NA,NA,2
